[P_CODE_MAT]	[P_LENGTH]	[P_WIDTH]	[P_MINQ]	[P_GRAIN]	[P_IDESC]	[P_EDGE_MAT_UP]	[P_EGDE_MAT_LO]	[P_EDGE_MAT_SX]	[P_EDGE_MAT_DX]	[P_IIDESC]	[P_DESC1]
Material	Length	Width	Min Q.	GrainI	Description	Upper strip mat.	Lower strip mat.	Left strip mat.	Right strip mat.	II Description	Description 1
18MM 210*280	518	95	1	3-Material	ACDD10-72-3.CKM-Cekmece On 2	1	1			131721421	
18MM 210*280	518	95	1	3-Material	ACDD10-72-3.CKM-Cekmece Arka 2	1	1			131721423	
18MM 210*280	490	110	1	3-Material	ACDD10-72-3.CKM-Cekmece Sol 3	1	1			131721430	
18MM 210*280	490	110	1	3-Material	ACDD10-72-3.CKM-Cekmece Sag 3	1	1			131721431	
18MM 210*280	518	95	1	3-Material	ACDD10-72-3.CKM-Cekmece On 3	1	1			131721433	
18MM 210*280	518	95	1	3-Material	ACDD10-72-3.CKM-Cekmece Arka 3	1	1			131721435	
18MM 210*280	722	580	1	3-Material	ACDD10-73-ANK.FRN-Sol Yan	1	1		1	131731440	
18MM 210*280	722	580	1	3-Material	ACDD10-73-ANK.FRN-Sag Yan	1	1		1	131731441	
18MM 210*280	600	580	1	3-Material	ACDD10-73-ANK.FRN-Alt Tabla	1	1	1	1	131731443	
18MM 210*280	564	580	1	3-Material	ACDD10-73-ANK.FRN-Yatay Bolme 1	1					
18MM 210*280	100	564	1	3-Material	ACDD10-73-ANK.FRN-Dikey Kayit 1			1	1		
18MM 210*280	500	65	1	3-Material	ACDD10-73-ANK.FRN-Cekmece Sol 1	1				131731451	
18MM 210*280	500	65	1	3-Material	ACDD10-73-ANK.FRN-Cekmece Sag 1	1				131731454	
18MM 210*280	502	65	1	3-Material	ACDD10-73-ANK.FRN-Cekmece On 1	1					
18MM 210*280	502	65	1	3-Material	ACDD10-73-ANK.FRN-Cekmece Arka 1	1					
18MM 210*280	722	580	1	3-Material	ACDD10-74-2KPK-Sol Yan	1	1		1	131741462	
18MM 210*280	722	580	1	3-Material	ACDD10-74-2KPK-Sag Yan	1	1		1	131741463	
18MM 210*280	610	580	1	3-Material	ACDD10-74-2KPK-Alt Tabla	1	1	1	1	131741465	
18MM 210*280	100	574	1	3-Material	ACDD10-74-2KPK-Dikey Kayit 1			1	1	131741468	
18MM 210*280	574	100	1	3-Material	ACDD10-74-2KPK-Yatay Kayit 1	1	1			131741470	
18MM 210*280	574	554	1	3-Material	ACDD10-74-2KPK-Raf 1	1					
18MM 210*280	735	607	1	3-Material	ACDD10-74-2KPK-Kapak 1	1	1	1	1		
18MM 210*280	720	330	1	3-Material	ACDD10 (2 Kapaklı)-75-2 Kapakli-Sol Yan	1			1	131751478	
18MM 210*280	720	330	1	3-Material	ACDD10 (2 Kapaklı)-75-2 Kapakli-Sag Yan	1			1	131751479	
18MM 210*280	574	330	1	3-Material	ACDD10 (2 Kapaklı)-75-2 Kapakli-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD10 (2 Kapaklı)-75-2 Kapakli-Alt Tabla	1					
18MM 210*280	574	320	1	3-Material	ACDD10 (2 Kapaklı)-75-2 Kapakli-Raf 1	1					
18MM 210*280	574	320	1	3-Material	ACDD10 (2 Kapaklı)-75-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD10 (2 Kapaklı)-76-2 Kapakli-Sol Yan	1			1	131761494	
18MM 210*280	720	330	1	3-Material	ACDD10 (2 Kapaklı)-76-2 Kapakli-Sag Yan	1			1	131761495	
18MM 210*280	564	330	1	3-Material	ACDD10 (2 Kapaklı)-76-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD10 (2 Kapaklı)-76-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD10 (2 Kapaklı)-76-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD10 (2 Kapaklı)-76-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD10 (2 Kapaklı)-77-2 Kapakli-Sol Yan	1			1	131771510	
18MM 210*280	720	330	1	3-Material	ACDD10 (2 Kapaklı)-77-2 Kapakli-Sag Yan	1			1	131771511	
18MM 210*280	564	330	1	3-Material	ACDD10 (2 Kapaklı)-77-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD10 (2 Kapaklı)-77-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD10 (2 Kapaklı)-77-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD10 (2 Kapaklı)-77-2 Kapakli-Raf 2	1					
18MM 210*280	150	330	1	3-Material	ACDD10-78-4 Davlumbaz-Sol Yan	1			1	131781526	
18MM 210*280	150	330	1	3-Material	ACDD10-78-4 Davlumbaz-Sag Yan	1			1	131781527	
18MM 210*280	574	330	1	3-Material	ACDD10-78-4 Davlumbaz-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD10-78-4 Davlumbaz-Alt Tabla	1				131781532	
18MM 210*280	720	330	1	3-Material	ACDD10 (2 Kapaklı)-79-2 Kapakli-Sol Yan	1			1	131791538	
18MM 210*280	720	330	1	3-Material	ACDD10 (2 Kapaklı)-79-2 Kapakli-Sag Yan	1			1	131791539	
18MM 210*280	574	330	1	3-Material	ACDD10 (2 Kapaklı)-79-2 Kapakli-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD10 (2 Kapaklı)-79-2 Kapakli-Alt Tabla	1					
18MM 210*280	574	320	1	3-Material	ACDD10 (2 Kapaklı)-79-2 Kapakli-Raf 1	1					
18MM 210*280	574	320	1	3-Material	ACDD10 (2 Kapaklı)-79-2 Kapakli-Raf 2	1					
18MM 210*280	2100	280	1	3-Material	ACDD10-80--Sol Yan	1		1	1		
18MM 210*280	2100	280	1	3-Material	ACDD10-80--Sag Yan	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD10-80--Ust Tabla	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD10-80--Alt Tabla	1					
18MM 210*280	664	280	1	3-Material	ACDD10-80--Yatay Bolme 1	1					
18MM 210*280	664	270	1	3-Material	ACDD10-80--Raf 1	1					
18MM 210*280	722	580	1	3-Material	ACDD11-81-Evye-Sol Yan	1				131811574	
18MM 210*280	722	580	1	3-Material	ACDD11-81-Evye-Sag Yan	1				131811575	
18MM 210*280	800	495	1	3-Material	ACDD11-81-Evye-Alt Tabla	1		1	1	131811577	
18MM 210*280	100	764	1	3-Material	ACDD11-81-Evye-Dikey Kayit 1			1			
18MM 210*280	100	764	1	3-Material	ACDD11-81-Evye-Dikey Kayit 2			1			
18MM 210*280	80	764	1	3-Material	ACDD11-81-Evye-Dikey Kayit 3				1		
18MM 210*280	722	580	1	3-Material	ACDD11-82-3.CKM-Sol Yan	1	1		1	131821590	
18MM 210*280	722	580	1	3-Material	ACDD11-82-3.CKM-Sag Yan	1	1		1	131821591	
18MM 210*280	600	580	1	3-Material	ACDD11-82-3.CKM-Alt Tabla	1	1	1	1	131821593	
18MM 210*280	564	100	1	3-Material	ACDD11-82-3.CKM-Yatay Bolme 1	1	1				
18MM 210*280	100	564	1	3-Material	ACDD11-82-3.CKM-Dikey Kayit 1			1	1		
18MM 210*280	490	200	1	3-Material	ACDD11-82-3.CKM-Cekmece Sol 1	1	1			131821604	
18MM 210*280	490	200	1	3-Material	ACDD11-82-3.CKM-Cekmece Sag 1	1	1			131821605	
18MM 210*280	518	185	1	3-Material	ACDD11-82-3.CKM-Cekmece On 1	1	1			131821607	
18MM 210*280	518	185	1	3-Material	ACDD11-82-3.CKM-Cekmece Arka 1	1	1			131821609	
18MM 210*280	490	110	1	3-Material	ACDD11-82-3.CKM-Cekmece Sol 2	1	1			131821616	
18MM 210*280	490	110	1	3-Material	ACDD11-82-3.CKM-Cekmece Sag 2	1	1			131821617	
18MM 210*280	518	95	1	3-Material	ACDD11-82-3.CKM-Cekmece On 2	1	1			131821619	
18MM 210*280	518	95	1	3-Material	ACDD11-82-3.CKM-Cekmece Arka 2	1	1			131821621	
18MM 210*280	490	110	1	3-Material	ACDD11-82-3.CKM-Cekmece Sol 3	1	1			131821628	
18MM 210*280	490	110	1	3-Material	ACDD11-82-3.CKM-Cekmece Sag 3	1	1			131821629	
18MM 210*280	518	95	1	3-Material	ACDD11-82-3.CKM-Cekmece On 3	1	1			131821631	
18MM 210*280	518	95	1	3-Material	ACDD11-82-3.CKM-Cekmece Arka 3	1	1			131821633	
18MM 210*280	722	580	1	3-Material	ACDD11-83-ANK.FRN-Sol Yan	1	1		1	131831638	
18MM 210*280	722	580	1	3-Material	ACDD11-83-ANK.FRN-Sag Yan	1	1		1	131831639	
18MM 210*280	600	580	1	3-Material	ACDD11-83-ANK.FRN-Alt Tabla	1	1	1	1	131831641	
18MM 210*280	564	580	1	3-Material	ACDD11-83-ANK.FRN-Yatay Bolme 1	1					
18MM 210*280	100	564	1	3-Material	ACDD11-83-ANK.FRN-Dikey Kayit 1			1	1		
18MM 210*280	500	65	1	3-Material	ACDD11-83-ANK.FRN-Cekmece Sol 1	1				131831649	
18MM 210*280	500	65	1	3-Material	ACDD11-83-ANK.FRN-Cekmece Sag 1	1				131831652	
18MM 210*280	502	65	1	3-Material	ACDD11-83-ANK.FRN-Cekmece On 1	1					
18MM 210*280	502	65	1	3-Material	ACDD11-83-ANK.FRN-Cekmece Arka 1	1					
18MM 210*280	722	570	1	3-Material	ACDD11-84-2KPK-Sol Yan	1	1		1	131841660	
18MM 210*280	722	570	1	3-Material	ACDD11-84-2KPK-Sag Yan	1	1		1	131841661	
18MM 210*280	600	570	1	3-Material	ACDD11-84-2KPK-Alt Tabla	1	1	1	1	131841663	
18MM 210*280	100	564	1	3-Material	ACDD11-84-2KPK-Dikey Kayit 1			1	1	131841666	
18MM 210*280	564	100	1	3-Material	ACDD11-84-2KPK-Yatay Kayit 1	1	1			131841668	
18MM 210*280	564	544	1	3-Material	ACDD11-84-2KPK-Raf 1	1					
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-85-2 Kapakli-Sol Yan	1			1	131851676	
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-85-2 Kapakli-Sag Yan	1			1	131851677	
18MM 210*280	574	330	1	3-Material	ACDD11 (2 Kapaklı)-85-2 Kapakli-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD11 (2 Kapaklı)-85-2 Kapakli-Alt Tabla	1					
18MM 210*280	574	320	1	3-Material	ACDD11 (2 Kapaklı)-85-2 Kapakli-Raf 1	1					
18MM 210*280	574	320	1	3-Material	ACDD11 (2 Kapaklı)-85-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-86-2 Kapakli-Sol Yan	1			1	131861692	
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-86-2 Kapakli-Sag Yan	1			1	131861693	
18MM 210*280	564	330	1	3-Material	ACDD11 (2 Kapaklı)-86-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD11 (2 Kapaklı)-86-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD11 (2 Kapaklı)-86-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD11 (2 Kapaklı)-86-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-87-2 Kapakli-Sol Yan	1			1	131871708	
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-87-2 Kapakli-Sag Yan	1			1	131871709	
18MM 210*280	564	330	1	3-Material	ACDD11 (2 Kapaklı)-87-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD11 (2 Kapaklı)-87-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD11 (2 Kapaklı)-87-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD11 (2 Kapaklı)-87-2 Kapakli-Raf 2	1					
18MM 210*280	150	330	1	3-Material	ACDD11-88-4 Davlumbaz-Sol Yan	1			1	131881724	
18MM 210*280	150	330	1	3-Material	ACDD11-88-4 Davlumbaz-Sag Yan	1			1	131881725	
18MM 210*280	574	330	1	3-Material	ACDD11-88-4 Davlumbaz-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD11-88-4 Davlumbaz-Alt Tabla	1				131881730	
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-89-2 Kapakli-Sol Yan	1			1	131891736	
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-89-2 Kapakli-Sag Yan	1			1	131891737	
18MM 210*280	764	330	1	3-Material	ACDD11 (2 Kapaklı)-89-2 Kapakli-Ust Tabla	1					
18MM 210*280	764	330	1	3-Material	ACDD11 (2 Kapaklı)-89-2 Kapakli-Alt Tabla	1					
18MM 210*280	764	315	1	3-Material	ACDD11 (2 Kapaklı)-89-2 Kapakli-Raf 1	1					
18MM 210*280	2200	650	1	3-Material	ACDD11-90-buzdolap-Sag Yan	1					
18MM 210*280	300	550	1	3-Material	ACDD11-90-buzdolap-Dikey Bolme 1	1			1	131901754	
18MM 210*280	300	550	1	3-Material	ACDD11-90-buzdolap-Dikey Bolme 2	1			1	131901755	
18MM 210*280	828	550	1	3-Material	ACDD11-90-buzdolap-Yatay Bolme 1	1				131901758	
18MM 210*280	828	550	1	3-Material	ACDD11-90-buzdolap-Yatay Bolme 2	1				131901759	
18MM 210*280	722	580	1	3-Material	ACDD11-91-3.CKM-Sol Yan	1	1		1	131911766	
18MM 210*280	722	580	1	3-Material	ACDD11-91-3.CKM-Sag Yan	1	1		1	131911767	
18MM 210*280	610	580	1	3-Material	ACDD11-91-3.CKM-Alt Tabla	1	1	1	1	131911769	
18MM 210*280	574	100	1	3-Material	ACDD11-91-3.CKM-Yatay Bolme 1	1	1				
18MM 210*280	100	574	1	3-Material	ACDD11-91-3.CKM-Dikey Kayit 1			1	1		
18MM 210*280	490	200	1	3-Material	ACDD11-91-3.CKM-Cekmece Sol 1	1	1			131911780	
18MM 210*280	490	200	1	3-Material	ACDD11-91-3.CKM-Cekmece Sag 1	1	1			131911781	
18MM 210*280	528	185	1	3-Material	ACDD11-91-3.CKM-Cekmece On 1	1	1			131911783	
18MM 210*280	528	185	1	3-Material	ACDD11-91-3.CKM-Cekmece Arka 1	1	1			131911785	
18MM 210*280	490	110	1	3-Material	ACDD11-91-3.CKM-Cekmece Sol 2	1	1			131911792	
18MM 210*280	490	110	1	3-Material	ACDD11-91-3.CKM-Cekmece Sag 2	1	1			131911793	
18MM 210*280	528	95	1	3-Material	ACDD11-91-3.CKM-Cekmece On 2	1	1			131911795	
18MM 210*280	528	95	1	3-Material	ACDD11-91-3.CKM-Cekmece Arka 2	1	1			131911797	
18MM 210*280	490	110	1	3-Material	ACDD11-91-3.CKM-Cekmece Sol 3	1	1			131911804	
18MM 210*280	490	110	1	3-Material	ACDD11-91-3.CKM-Cekmece Sag 3	1	1			131911805	
18MM 210*280	528	95	1	3-Material	ACDD11-91-3.CKM-Cekmece On 3	1	1			131911807	
18MM 210*280	528	95	1	3-Material	ACDD11-91-3.CKM-Cekmece Arka 3	1	1			131911809	
18MM 210*280	722	570	1	3-Material	ACDD11-92-2KPK-Sol Yan	1	1		1	131921814	
18MM 210*280	722	570	1	3-Material	ACDD11-92-2KPK-Sag Yan	1	1		1	131921815	
18MM 210*280	920	570	1	3-Material	ACDD11-92-2KPK-Alt Tabla	1	1	1	1	131921817	
18MM 210*280	100	884	1	3-Material	ACDD11-92-2KPK-Dikey Kayit 1			1	1	131921820	
18MM 210*280	884	100	1	3-Material	ACDD11-92-2KPK-Yatay Kayit 1	1	1			131921822	
18MM 210*280	884	544	1	3-Material	ACDD11-92-2KPK-Raf 1	1					
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-93-2 Kapakli-Sol Yan	1			1	131931832	
18MM 210*280	720	330	1	3-Material	ACDD11 (2 Kapaklı)-93-2 Kapakli-Sag Yan	1			1	131931833	
18MM 210*280	874	330	1	3-Material	ACDD11 (2 Kapaklı)-93-2 Kapakli-Ust Tabla	1					
18MM 210*280	874	330	1	3-Material	ACDD11 (2 Kapaklı)-93-2 Kapakli-Alt Tabla	1					
18MM 210*280	874	315	1	3-Material	ACDD11 (2 Kapaklı)-93-2 Kapakli-Raf 1	1					
18MM 210*280	2100	280	1	3-Material	ACDD11-94--Sol Yan	1		1	1	131941848	
18MM 210*280	2100	280	1	3-Material	ACDD11-94--Sag Yan	1		1	1		
18MM 210*280	664	100	1	3-Material	ACDD11-94--Ust Tabla	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD11-94--Alt Tabla	1					
18MM 210*280	664	280	1	3-Material	ACDD11-94--Yatay Bolme 1	1					
18MM 210*280	664	270	1	3-Material	ACDD11-94--Raf 1	1					
18MM 210*280	2220	650	1	3-Material	ACDD13-95-buzdolap-Sol Yan	1					
18MM 210*280	300	550	1	3-Material	ACDD13-95-buzdolap-Dikey Bolme 1	1			1	131951870	
18MM 210*280	300	550	1	3-Material	ACDD13-95-buzdolap-Dikey Bolme 2	1			1	131951871	
18MM 210*280	728	550	1	3-Material	ACDD13-95-buzdolap-Yatay Bolme 1	1				131951874	
18MM 210*280	728	550	1	3-Material	ACDD13-95-buzdolap-Yatay Bolme 2	1				131951875	
18MM 210*280	722	580	1	3-Material	ACDD13-96-Evye-Sol Yan	1				131961882	
18MM 210*280	722	580	1	3-Material	ACDD13-96-Evye-Sag Yan	1				131961883	
18MM 210*280	600	495	1	3-Material	ACDD13-96-Evye-Alt Tabla	1		1	1	131961885	
18MM 210*280	100	564	1	3-Material	ACDD13-96-Evye-Dikey Kayit 1			1			
18MM 210*280	100	564	1	3-Material	ACDD13-96-Evye-Dikey Kayit 2			1			
18MM 210*280	80	564	1	3-Material	ACDD13-96-Evye-Dikey Kayit 3				1		
18MM 210*280	722	580	1	3-Material	ACDD13-97-3.CKM-Sol Yan	1	1		1	131971896	
18MM 210*280	722	580	1	3-Material	ACDD13-97-3.CKM-Sag Yan	1	1		1	131971897	
18MM 210*280	600	580	1	3-Material	ACDD13-97-3.CKM-Alt Tabla	1	1	1	1	131971899	
18MM 210*280	564	100	1	3-Material	ACDD13-97-3.CKM-Yatay Bolme 1	1	1				
18MM 210*280	100	564	1	3-Material	ACDD13-97-3.CKM-Dikey Kayit 1			1	1		
18MM 210*280	490	200	1	3-Material	ACDD13-97-3.CKM-Cekmece Sol 1	1	1			131971910	
18MM 210*280	490	200	1	3-Material	ACDD13-97-3.CKM-Cekmece Sag 1	1	1			131971911	
18MM 210*280	518	185	1	3-Material	ACDD13-97-3.CKM-Cekmece On 1	1	1			131971913	
18MM 210*280	518	185	1	3-Material	ACDD13-97-3.CKM-Cekmece Arka 1	1	1			131971915	
18MM 210*280	490	110	1	3-Material	ACDD13-97-3.CKM-Cekmece Sol 2	1	1			131971922	
18MM 210*280	490	110	1	3-Material	ACDD13-97-3.CKM-Cekmece Sag 2	1	1			131971923	
18MM 210*280	518	95	1	3-Material	ACDD13-97-3.CKM-Cekmece On 2	1	1			131971925	
18MM 210*280	518	95	1	3-Material	ACDD13-97-3.CKM-Cekmece Arka 2	1	1			131971927	
18MM 210*280	490	110	1	3-Material	ACDD13-97-3.CKM-Cekmece Sol 3	1	1			131971934	
18MM 210*280	490	110	1	3-Material	ACDD13-97-3.CKM-Cekmece Sag 3	1	1			131971935	
18MM 210*280	518	95	1	3-Material	ACDD13-97-3.CKM-Cekmece On 3	1	1			131971937	
18MM 210*280	518	95	1	3-Material	ACDD13-97-3.CKM-Cekmece Arka 3	1	1			131971939	
18MM 210*280	722	580	1	3-Material	ACDD13-98-ANK.FRN-Sol Yan	1	1		1	131981944	
18MM 210*280	722	580	1	3-Material	ACDD13-98-ANK.FRN-Sag Yan	1	1		1	131981945	
18MM 210*280	600	580	1	3-Material	ACDD13-98-ANK.FRN-Alt Tabla	1	1	1	1	131981947	
18MM 210*280	564	580	1	3-Material	ACDD13-98-ANK.FRN-Yatay Bolme 1	1					
18MM 210*280	100	564	1	3-Material	ACDD13-98-ANK.FRN-Dikey Kayit 1			1	1		
18MM 210*280	500	65	1	3-Material	ACDD13-98-ANK.FRN-Cekmece Sol 1	1				131981955	
18MM 210*280	500	65	1	3-Material	ACDD13-98-ANK.FRN-Cekmece Sag 1	1				131981958	
18MM 210*280	502	65	1	3-Material	ACDD13-98-ANK.FRN-Cekmece On 1	1					
18MM 210*280	502	65	1	3-Material	ACDD13-98-ANK.FRN-Cekmece Arka 1	1					
18MM 210*280	722	580	1	3-Material	ACDD13-99-2KPK-Sol Yan	1	1		1	131991966	
18MM 210*280	722	580	1	3-Material	ACDD13-99-2KPK-Sag Yan	1	1		1	131991967	
18MM 210*280	610	580	1	3-Material	ACDD13-99-2KPK-Alt Tabla	1	1	1	1	131991969	
18MM 210*280	100	574	1	3-Material	ACDD13-99-2KPK-Dikey Kayit 1			1	1	131991972	
18MM 210*280	574	100	1	3-Material	ACDD13-99-2KPK-Yatay Kayit 1	1	1			131991974	
18MM 210*280	574	554	1	3-Material	ACDD13-99-2KPK-Raf 1	1					
18MM 210*280	735	607	1	3-Material	ACDD13-99-2KPK-Kapak 1	1	1	1	1		
18MM 210*280	720	330	1	3-Material	ACDD13 (2 Kapaklı)-100-2 Kapakli-Sol Yan	1			1	1311001982	
18MM 210*280	720	330	1	3-Material	ACDD13 (2 Kapaklı)-100-2 Kapakli-Sag Yan	1			1	1311001983	
18MM 210*280	574	330	1	3-Material	ACDD13 (2 Kapaklı)-100-2 Kapakli-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD13 (2 Kapaklı)-100-2 Kapakli-Alt Tabla	1					
18MM 210*280	574	320	1	3-Material	ACDD13 (2 Kapaklı)-100-2 Kapakli-Raf 1	1					
18MM 210*280	574	320	1	3-Material	ACDD13 (2 Kapaklı)-100-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD13 (2 Kapaklı)-101-2 Kapakli-Sol Yan	1			1	1311011998	
18MM 210*280	720	330	1	3-Material	ACDD13 (2 Kapaklı)-101-2 Kapakli-Sag Yan	1			1	1311011999	
18MM 210*280	564	330	1	3-Material	ACDD13 (2 Kapaklı)-101-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD13 (2 Kapaklı)-101-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD13 (2 Kapaklı)-101-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD13 (2 Kapaklı)-101-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD13 (2 Kapaklı)-102-2 Kapakli-Sol Yan	1			1	1311022014	
18MM 210*280	720	330	1	3-Material	ACDD13 (2 Kapaklı)-102-2 Kapakli-Sag Yan	1			1	1311022015	
18MM 210*280	564	330	1	3-Material	ACDD13 (2 Kapaklı)-102-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD13 (2 Kapaklı)-102-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD13 (2 Kapaklı)-102-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD13 (2 Kapaklı)-102-2 Kapakli-Raf 2	1					
18MM 210*280	150	330	1	3-Material	ACDD13-103-4 Davlumbaz-Sol Yan	1			1	1311032030	
18MM 210*280	150	330	1	3-Material	ACDD13-103-4 Davlumbaz-Sag Yan	1			1	1311032031	
18MM 210*280	574	330	1	3-Material	ACDD13-103-4 Davlumbaz-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD13-103-4 Davlumbaz-Alt Tabla	1				1311032036	
18MM 210*280	720	330	1	3-Material	ACDD13 (2 Kapaklı)-104-2 Kapakli-Sol Yan	1			1	1311042042	
18MM 210*280	720	330	1	3-Material	ACDD13 (2 Kapaklı)-104-2 Kapakli-Sag Yan	1			1	1311042043	
18MM 210*280	574	330	1	3-Material	ACDD13 (2 Kapaklı)-104-2 Kapakli-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD13 (2 Kapaklı)-104-2 Kapakli-Alt Tabla	1					
18MM 210*280	574	320	1	3-Material	ACDD13 (2 Kapaklı)-104-2 Kapakli-Raf 1	1					
18MM 210*280	574	320	1	3-Material	ACDD13 (2 Kapaklı)-104-2 Kapakli-Raf 2	1					
18MM 210*280	2100	280	1	3-Material	ACDD13-105--Sol Yan	1		1	1		
18MM 210*280	2100	280	1	3-Material	ACDD13-105--Sag Yan	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD13-105--Ust Tabla	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD13-105--Alt Tabla	1					
18MM 210*280	664	280	1	3-Material	ACDD13-105--Yatay Bolme 1	1					
18MM 210*280	664	270	1	3-Material	ACDD13-105--Raf 1	1					
18MM 210*280	2220	650	1	3-Material	ACDD14-106-buzdolap-Sol Yan	1					
18MM 210*280	300	550	1	3-Material	ACDD14-106-buzdolap-Dikey Bolme 1	1			1	1311062080	
18MM 210*280	300	550	1	3-Material	ACDD14-106-buzdolap-Dikey Bolme 2	1			1	1311062081	
18MM 210*280	728	550	1	3-Material	ACDD14-106-buzdolap-Yatay Bolme 1	1				1311062084	
18MM 210*280	728	550	1	3-Material	ACDD14-106-buzdolap-Yatay Bolme 2	1				1311062085	
18MM 210*280	722	580	1	3-Material	ACDD14-107-Evye-Sol Yan	1				1311072092	
18MM 210*280	722	580	1	3-Material	ACDD14-107-Evye-Sag Yan	1				1311072093	
18MM 210*280	600	495	1	3-Material	ACDD14-107-Evye-Alt Tabla	1		1	1	1311072095	
18MM 210*280	100	564	1	3-Material	ACDD14-107-Evye-Dikey Kayit 1			1			
18MM 210*280	100	564	1	3-Material	ACDD14-107-Evye-Dikey Kayit 2			1			
18MM 210*280	80	564	1	3-Material	ACDD14-107-Evye-Dikey Kayit 3				1		
18MM 210*280	722	580	1	3-Material	ACDD14-108-3.CKM-Sol Yan	1	1		1	1311082106	
18MM 210*280	722	580	1	3-Material	ACDD14-108-3.CKM-Sag Yan	1	1		1	1311082107	
18MM 210*280	610	580	1	3-Material	ACDD14-108-3.CKM-Alt Tabla	1	1	1	1	1311082109	
18MM 210*280	574	100	1	3-Material	ACDD14-108-3.CKM-Yatay Bolme 1	1	1				
18MM 210*280	100	574	1	3-Material	ACDD14-108-3.CKM-Dikey Kayit 1			1	1		
18MM 210*280	490	200	1	3-Material	ACDD14-108-3.CKM-Cekmece Sol 1	1	1			1311082120	
18MM 210*280	490	200	1	3-Material	ACDD14-108-3.CKM-Cekmece Sag 1	1	1			1311082121	
18MM 210*280	528	185	1	3-Material	ACDD14-108-3.CKM-Cekmece On 1	1	1			1311082123	
18MM 210*280	528	185	1	3-Material	ACDD14-108-3.CKM-Cekmece Arka 1	1	1			1311082125	
18MM 210*280	490	110	1	3-Material	ACDD14-108-3.CKM-Cekmece Sol 2	1	1			1311082132	
18MM 210*280	490	110	1	3-Material	ACDD14-108-3.CKM-Cekmece Sag 2	1	1			1311082133	
18MM 210*280	528	95	1	3-Material	ACDD14-108-3.CKM-Cekmece On 2	1	1			1311082135	
18MM 210*280	528	95	1	3-Material	ACDD14-108-3.CKM-Cekmece Arka 2	1	1			1311082137	
18MM 210*280	490	110	1	3-Material	ACDD14-108-3.CKM-Cekmece Sol 3	1	1			1311082144	
