[P_CODE_MAT]	[P_LENGTH]	[P_WIDTH]	[P_MINQ]	[P_GRAIN]	[P_IDESC]	[P_EDGE_MAT_UP]	[P_EGDE_MAT_LO]	[P_EDGE_MAT_SX]	[P_EDGE_MAT_DX]	[P_IIDESC]	[P_DESC1]
Material	Length	Width	Min Q.	GrainI	Description	Upper strip mat.	Lower strip mat.	Left strip mat.	Right strip mat.	II Description	Description 1
18MM 210*280	490	200	1	3-Material	ACDD7-36-3.CKM-Cekmece Sol 1	1	1			13136692	
18MM 210*280	490	200	1	3-Material	ACDD7-36-3.CKM-Cekmece Sag 1	1	1			13136693	
18MM 210*280	498	185	1	3-Material	ACDD7-36-3.CKM-Cekmece On 1	1	1			13136695	
18MM 210*280	498	185	1	3-Material	ACDD7-36-3.CKM-Cekmece Arka 1	1	1			13136697	
18MM 210*280	490	110	1	3-Material	ACDD7-36-3.CKM-Cekmece Sol 2	1	1			13136704	
18MM 210*280	490	110	1	3-Material	ACDD7-36-3.CKM-Cekmece Sag 2	1	1			13136705	
18MM 210*280	498	95	1	3-Material	ACDD7-36-3.CKM-Cekmece On 2	1	1			13136707	
18MM 210*280	498	95	1	3-Material	ACDD7-36-3.CKM-Cekmece Arka 2	1	1			13136709	
18MM 210*280	490	110	1	3-Material	ACDD7-36-3.CKM-Cekmece Sol 3	1	1			13136716	
18MM 210*280	490	110	1	3-Material	ACDD7-36-3.CKM-Cekmece Sag 3	1	1			13136717	
18MM 210*280	498	95	1	3-Material	ACDD7-36-3.CKM-Cekmece On 3	1	1			13136719	
18MM 210*280	498	95	1	3-Material	ACDD7-36-3.CKM-Cekmece Arka 3	1	1			13136721	
18MM 210*280	722	580	1	3-Material	ACDD7-37-ANK.FRN-Sol Yan	1	1		1	13137726	
18MM 210*280	722	580	1	3-Material	ACDD7-37-ANK.FRN-Sag Yan	1	1		1	13137727	
18MM 210*280	600	580	1	3-Material	ACDD7-37-ANK.FRN-Alt Tabla	1	1	1	1	13137729	
18MM 210*280	564	580	1	3-Material	ACDD7-37-ANK.FRN-Yatay Bolme 1	1					
18MM 210*280	100	564	1	3-Material	ACDD7-37-ANK.FRN-Dikey Kayit 1			1	1		
18MM 210*280	500	65	1	3-Material	ACDD7-37-ANK.FRN-Cekmece Sol 1	1				13137737	
18MM 210*280	500	65	1	3-Material	ACDD7-37-ANK.FRN-Cekmece Sag 1	1				13137740	
18MM 210*280	502	65	1	3-Material	ACDD7-37-ANK.FRN-Cekmece On 1	1					
18MM 210*280	502	65	1	3-Material	ACDD7-37-ANK.FRN-Cekmece Arka 1	1					
18MM 210*280	722	580	1	3-Material	ACDD7-38-2KPK-Sol Yan	1	1		1	13138748	
18MM 210*280	722	580	1	3-Material	ACDD7-38-2KPK-Sag Yan	1	1		1	13138749	
18MM 210*280	600	580	1	3-Material	ACDD7-38-2KPK-Alt Tabla	1	1	1	1	13138751	
18MM 210*280	100	564	1	3-Material	ACDD7-38-2KPK-Dikey Kayit 1			1	1	13138754	
18MM 210*280	564	100	1	3-Material	ACDD7-38-2KPK-Yatay Kayit 1	1	1			13138756	
18MM 210*280	564	554	1	3-Material	ACDD7-38-2KPK-Raf 1	1					
18MM 210*280	720	330	1	3-Material	ACDD7 (2 Kapaklı)-39-2 Kapakli-Sol Yan	1			1	13139764	
18MM 210*280	720	330	1	3-Material	ACDD7 (2 Kapaklı)-39-2 Kapakli-Sag Yan	1			1	13139765	
18MM 210*280	564	330	1	3-Material	ACDD7 (2 Kapaklı)-39-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD7 (2 Kapaklı)-39-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD7 (2 Kapaklı)-39-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD7 (2 Kapaklı)-39-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD7 (2 Kapaklı)-40-2 Kapakli-Sol Yan	1			1	13140780	
18MM 210*280	720	330	1	3-Material	ACDD7 (2 Kapaklı)-40-2 Kapakli-Sag Yan	1			1	13140781	
18MM 210*280	544	330	1	3-Material	ACDD7 (2 Kapaklı)-40-2 Kapakli-Ust Tabla	1					
18MM 210*280	544	330	1	3-Material	ACDD7 (2 Kapaklı)-40-2 Kapakli-Alt Tabla	1					
18MM 210*280	544	320	1	3-Material	ACDD7 (2 Kapaklı)-40-2 Kapakli-Raf 1	1					
18MM 210*280	544	320	1	3-Material	ACDD7 (2 Kapaklı)-40-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD7 (2 Kapaklı)-41-2 Kapakli-Sol Yan	1			1	13141796	
18MM 210*280	720	330	1	3-Material	ACDD7 (2 Kapaklı)-41-2 Kapakli-Sag Yan	1			1	13141797	
18MM 210*280	544	330	1	3-Material	ACDD7 (2 Kapaklı)-41-2 Kapakli-Ust Tabla	1					
18MM 210*280	544	330	1	3-Material	ACDD7 (2 Kapaklı)-41-2 Kapakli-Alt Tabla	1					
18MM 210*280	544	320	1	3-Material	ACDD7 (2 Kapaklı)-41-2 Kapakli-Raf 1	1					
18MM 210*280	544	320	1	3-Material	ACDD7 (2 Kapaklı)-41-2 Kapakli-Raf 2	1					
18MM 210*280	150	330	1	3-Material	ACDD7-42-4 Davlumbaz-Sol Yan	1			1	13142812	
18MM 210*280	150	330	1	3-Material	ACDD7-42-4 Davlumbaz-Sag Yan	1			1	13142813	
18MM 210*280	574	330	1	3-Material	ACDD7-42-4 Davlumbaz-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD7-42-4 Davlumbaz-Alt Tabla	1				13142818	
18MM 210*280	720	330	1	3-Material	ACDD7 (2 Kapaklı)-43-2 Kapakli-Sol Yan	1			1	13143824	
18MM 210*280	720	330	1	3-Material	ACDD7 (2 Kapaklı)-43-2 Kapakli-Sag Yan	1			1	13143825	
18MM 210*280	574	330	1	3-Material	ACDD7 (2 Kapaklı)-43-2 Kapakli-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD7 (2 Kapaklı)-43-2 Kapakli-Alt Tabla	1					
18MM 210*280	574	320	1	3-Material	ACDD7 (2 Kapaklı)-43-2 Kapakli-Raf 1	1					
18MM 210*280	574	320	1	3-Material	ACDD7 (2 Kapaklı)-43-2 Kapakli-Raf 2	1					
18MM 210*280	2100	280	1	3-Material	ACDD7-44--Sol Yan	1		1	1		
18MM 210*280	2100	280	1	3-Material	ACDD7-44--Sag Yan	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD7-44--Ust Tabla	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD7-44--Alt Tabla	1					
18MM 210*280	664	280	1	3-Material	ACDD7-44--Yatay Bolme 1	1					
18MM 210*280	664	270	1	3-Material	ACDD7-44--Raf 1	1					
18MM 210*280	722	580	1	3-Material	ACDD8-45-Evye-Sol Yan	1				13145860	
18MM 210*280	722	580	1	3-Material	ACDD8-45-Evye-Sag Yan	1				13145861	
18MM 210*280	800	495	1	3-Material	ACDD8-45-Evye-Alt Tabla	1		1	1	13145863	
18MM 210*280	100	764	1	3-Material	ACDD8-45-Evye-Dikey Kayit 1			1			
18MM 210*280	100	764	1	3-Material	ACDD8-45-Evye-Dikey Kayit 2			1			
18MM 210*280	80	764	1	3-Material	ACDD8-45-Evye-Dikey Kayit 3				1		
18MM 210*280	722	580	1	3-Material	ACDD8-46-3.CKM-Sol Yan	1	1		1	13146876	
18MM 210*280	722	580	1	3-Material	ACDD8-46-3.CKM-Sag Yan	1	1		1	13146877	
18MM 210*280	600	580	1	3-Material	ACDD8-46-3.CKM-Alt Tabla	1	1	1	1	13146879	
18MM 210*280	564	100	1	3-Material	ACDD8-46-3.CKM-Yatay Bolme 1	1	1				
18MM 210*280	100	564	1	3-Material	ACDD8-46-3.CKM-Dikey Kayit 1			1	1		
18MM 210*280	490	200	1	3-Material	ACDD8-46-3.CKM-Cekmece Sol 1	1	1			13146890	
18MM 210*280	490	200	1	3-Material	ACDD8-46-3.CKM-Cekmece Sag 1	1	1			13146891	
18MM 210*280	518	185	1	3-Material	ACDD8-46-3.CKM-Cekmece On 1	1	1			13146893	
18MM 210*280	518	185	1	3-Material	ACDD8-46-3.CKM-Cekmece Arka 1	1	1			13146895	
18MM 210*280	490	110	1	3-Material	ACDD8-46-3.CKM-Cekmece Sol 2	1	1			13146902	
18MM 210*280	490	110	1	3-Material	ACDD8-46-3.CKM-Cekmece Sag 2	1	1			13146903	
18MM 210*280	518	95	1	3-Material	ACDD8-46-3.CKM-Cekmece On 2	1	1			13146905	
18MM 210*280	518	95	1	3-Material	ACDD8-46-3.CKM-Cekmece Arka 2	1	1			13146907	
18MM 210*280	490	110	1	3-Material	ACDD8-46-3.CKM-Cekmece Sol 3	1	1			13146914	
18MM 210*280	490	110	1	3-Material	ACDD8-46-3.CKM-Cekmece Sag 3	1	1			13146915	
18MM 210*280	518	95	1	3-Material	ACDD8-46-3.CKM-Cekmece On 3	1	1			13146917	
18MM 210*280	518	95	1	3-Material	ACDD8-46-3.CKM-Cekmece Arka 3	1	1			13146919	
18MM 210*280	722	580	1	3-Material	ACDD8-47-ANK.FRN-Sol Yan	1	1		1	13147924	
18MM 210*280	722	580	1	3-Material	ACDD8-47-ANK.FRN-Sag Yan	1	1		1	13147925	
18MM 210*280	600	580	1	3-Material	ACDD8-47-ANK.FRN-Alt Tabla	1	1	1	1	13147927	
18MM 210*280	564	580	1	3-Material	ACDD8-47-ANK.FRN-Yatay Bolme 1	1					
18MM 210*280	100	564	1	3-Material	ACDD8-47-ANK.FRN-Dikey Kayit 1			1	1		
18MM 210*280	500	65	1	3-Material	ACDD8-47-ANK.FRN-Cekmece Sol 1	1				13147935	
18MM 210*280	500	65	1	3-Material	ACDD8-47-ANK.FRN-Cekmece Sag 1	1				13147938	
18MM 210*280	502	65	1	3-Material	ACDD8-47-ANK.FRN-Cekmece On 1	1					
18MM 210*280	502	65	1	3-Material	ACDD8-47-ANK.FRN-Cekmece Arka 1	1					
18MM 210*280	722	570	1	3-Material	ACDD8-48-2KPK-Sol Yan	1	1		1	13148946	
18MM 210*280	722	570	1	3-Material	ACDD8-48-2KPK-Sag Yan	1	1		1	13148947	
18MM 210*280	600	570	1	3-Material	ACDD8-48-2KPK-Alt Tabla	1	1	1	1	13148949	
18MM 210*280	100	564	1	3-Material	ACDD8-48-2KPK-Dikey Kayit 1			1	1	13148952	
18MM 210*280	564	100	1	3-Material	ACDD8-48-2KPK-Yatay Kayit 1	1	1			13148954	
18MM 210*280	564	544	1	3-Material	ACDD8-48-2KPK-Raf 1	1					
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-49-2 Kapakli-Sol Yan	1			1	13149962	
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-49-2 Kapakli-Sag Yan	1			1	13149963	
18MM 210*280	574	330	1	3-Material	ACDD8 (2 Kapaklı)-49-2 Kapakli-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD8 (2 Kapaklı)-49-2 Kapakli-Alt Tabla	1					
18MM 210*280	574	320	1	3-Material	ACDD8 (2 Kapaklı)-49-2 Kapakli-Raf 1	1					
18MM 210*280	574	320	1	3-Material	ACDD8 (2 Kapaklı)-49-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-50-2 Kapakli-Sol Yan	1			1	13150978	
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-50-2 Kapakli-Sag Yan	1			1	13150979	
18MM 210*280	564	330	1	3-Material	ACDD8 (2 Kapaklı)-50-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD8 (2 Kapaklı)-50-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD8 (2 Kapaklı)-50-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD8 (2 Kapaklı)-50-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-51-2 Kapakli-Sol Yan	1			1	13151994	
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-51-2 Kapakli-Sag Yan	1			1	13151995	
18MM 210*280	564	330	1	3-Material	ACDD8 (2 Kapaklı)-51-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD8 (2 Kapaklı)-51-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD8 (2 Kapaklı)-51-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD8 (2 Kapaklı)-51-2 Kapakli-Raf 2	1					
18MM 210*280	150	330	1	3-Material	ACDD8-52-4 Davlumbaz-Sol Yan	1			1	131521010	
18MM 210*280	150	330	1	3-Material	ACDD8-52-4 Davlumbaz-Sag Yan	1			1	131521011	
18MM 210*280	574	330	1	3-Material	ACDD8-52-4 Davlumbaz-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD8-52-4 Davlumbaz-Alt Tabla	1				131521016	
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-53-2 Kapakli-Sol Yan	1			1	131531022	
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-53-2 Kapakli-Sag Yan	1			1	131531023	
18MM 210*280	764	330	1	3-Material	ACDD8 (2 Kapaklı)-53-2 Kapakli-Ust Tabla	1					
18MM 210*280	764	330	1	3-Material	ACDD8 (2 Kapaklı)-53-2 Kapakli-Alt Tabla	1					
18MM 210*280	764	315	1	3-Material	ACDD8 (2 Kapaklı)-53-2 Kapakli-Raf 1	1					
18MM 210*280	2200	650	1	3-Material	ACDD8-54-buzdolap-Sag Yan	1					
18MM 210*280	300	550	1	3-Material	ACDD8-54-buzdolap-Dikey Bolme 1	1			1	131541040	
18MM 210*280	300	550	1	3-Material	ACDD8-54-buzdolap-Dikey Bolme 2	1			1	131541041	
18MM 210*280	828	550	1	3-Material	ACDD8-54-buzdolap-Yatay Bolme 1	1				131541044	
18MM 210*280	828	550	1	3-Material	ACDD8-54-buzdolap-Yatay Bolme 2	1				131541045	
18MM 210*280	722	580	1	3-Material	ACDD8-55-3.CKM-Sol Yan	1	1		1	131551052	
18MM 210*280	722	580	1	3-Material	ACDD8-55-3.CKM-Sag Yan	1	1		1	131551053	
18MM 210*280	610	580	1	3-Material	ACDD8-55-3.CKM-Alt Tabla	1	1	1	1	131551055	
18MM 210*280	574	100	1	3-Material	ACDD8-55-3.CKM-Yatay Bolme 1	1	1				
18MM 210*280	100	574	1	3-Material	ACDD8-55-3.CKM-Dikey Kayit 1			1	1		
18MM 210*280	490	200	1	3-Material	ACDD8-55-3.CKM-Cekmece Sol 1	1	1			131551066	
18MM 210*280	490	200	1	3-Material	ACDD8-55-3.CKM-Cekmece Sag 1	1	1			131551067	
18MM 210*280	528	185	1	3-Material	ACDD8-55-3.CKM-Cekmece On 1	1	1			131551069	
18MM 210*280	528	185	1	3-Material	ACDD8-55-3.CKM-Cekmece Arka 1	1	1			131551071	
18MM 210*280	490	110	1	3-Material	ACDD8-55-3.CKM-Cekmece Sol 2	1	1			131551078	
18MM 210*280	490	110	1	3-Material	ACDD8-55-3.CKM-Cekmece Sag 2	1	1			131551079	
18MM 210*280	528	95	1	3-Material	ACDD8-55-3.CKM-Cekmece On 2	1	1			131551081	
18MM 210*280	528	95	1	3-Material	ACDD8-55-3.CKM-Cekmece Arka 2	1	1			131551083	
18MM 210*280	490	110	1	3-Material	ACDD8-55-3.CKM-Cekmece Sol 3	1	1			131551090	
18MM 210*280	490	110	1	3-Material	ACDD8-55-3.CKM-Cekmece Sag 3	1	1			131551091	
18MM 210*280	528	95	1	3-Material	ACDD8-55-3.CKM-Cekmece On 3	1	1			131551093	
18MM 210*280	528	95	1	3-Material	ACDD8-55-3.CKM-Cekmece Arka 3	1	1			131551095	
18MM 210*280	722	570	1	3-Material	ACDD8-56-2KPK-Sol Yan	1	1		1	131561100	
18MM 210*280	722	570	1	3-Material	ACDD8-56-2KPK-Sag Yan	1	1		1	131561101	
18MM 210*280	920	570	1	3-Material	ACDD8-56-2KPK-Alt Tabla	1	1	1	1	131561103	
18MM 210*280	100	884	1	3-Material	ACDD8-56-2KPK-Dikey Kayit 1			1	1	131561106	
18MM 210*280	884	100	1	3-Material	ACDD8-56-2KPK-Yatay Kayit 1	1	1			131561108	
18MM 210*280	884	544	1	3-Material	ACDD8-56-2KPK-Raf 1	1					
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-57-2 Kapakli-Sol Yan	1			1	131571118	
18MM 210*280	720	330	1	3-Material	ACDD8 (2 Kapaklı)-57-2 Kapakli-Sag Yan	1			1	131571119	
18MM 210*280	874	330	1	3-Material	ACDD8 (2 Kapaklı)-57-2 Kapakli-Ust Tabla	1					
18MM 210*280	874	330	1	3-Material	ACDD8 (2 Kapaklı)-57-2 Kapakli-Alt Tabla	1					
18MM 210*280	874	315	1	3-Material	ACDD8 (2 Kapaklı)-57-2 Kapakli-Raf 1	1					
18MM 210*280	2100	280	1	3-Material	ACDD8-58--Sol Yan	1		1	1	131581134	
18MM 210*280	2100	280	1	3-Material	ACDD8-58--Sag Yan	1		1	1		
18MM 210*280	664	100	1	3-Material	ACDD8-58--Ust Tabla	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD8-58--Alt Tabla	1					
18MM 210*280	664	280	1	3-Material	ACDD8-58--Yatay Bolme 1	1					
18MM 210*280	664	270	1	3-Material	ACDD8-58--Raf 1	1					
18MM 210*280	2220	650	1	3-Material	ACDD9-59-buzdolap-Sol Yan	1					
18MM 210*280	300	550	1	3-Material	ACDD9-59-buzdolap-Dikey Bolme 1	1			1	131591156	
18MM 210*280	300	550	1	3-Material	ACDD9-59-buzdolap-Dikey Bolme 2	1			1	131591157	
18MM 210*280	728	550	1	3-Material	ACDD9-59-buzdolap-Yatay Bolme 1	1				131591160	
18MM 210*280	728	550	1	3-Material	ACDD9-59-buzdolap-Yatay Bolme 2	1				131591161	
18MM 210*280	722	580	1	3-Material	ACDD9-60-Evye-Sol Yan	1				131601168	
18MM 210*280	722	580	1	3-Material	ACDD9-60-Evye-Sag Yan	1				131601169	
18MM 210*280	580	495	1	3-Material	ACDD9-60-Evye-Alt Tabla	1		1	1	131601171	
18MM 210*280	100	544	1	3-Material	ACDD9-60-Evye-Dikey Kayit 1			1			
18MM 210*280	100	544	1	3-Material	ACDD9-60-Evye-Dikey Kayit 2			1			
18MM 210*280	80	544	1	3-Material	ACDD9-60-Evye-Dikey Kayit 3				1		
18MM 210*280	722	580	1	3-Material	ACDD9-61-3.CKM-Sol Yan	1	1		1	131611182	
18MM 210*280	722	580	1	3-Material	ACDD9-61-3.CKM-Sag Yan	1	1		1	131611183	
18MM 210*280	580	580	1	3-Material	ACDD9-61-3.CKM-Alt Tabla	1	1	1	1	131611185	
18MM 210*280	544	100	1	3-Material	ACDD9-61-3.CKM-Yatay Bolme 1	1	1				
18MM 210*280	100	544	1	3-Material	ACDD9-61-3.CKM-Dikey Kayit 1			1	1		
18MM 210*280	490	200	1	3-Material	ACDD9-61-3.CKM-Cekmece Sol 1	1	1			131611196	
18MM 210*280	490	200	1	3-Material	ACDD9-61-3.CKM-Cekmece Sag 1	1	1			131611197	
18MM 210*280	498	185	1	3-Material	ACDD9-61-3.CKM-Cekmece On 1	1	1			131611199	
18MM 210*280	498	185	1	3-Material	ACDD9-61-3.CKM-Cekmece Arka 1	1	1			131611201	
18MM 210*280	490	110	1	3-Material	ACDD9-61-3.CKM-Cekmece Sol 2	1	1			131611208	
18MM 210*280	490	110	1	3-Material	ACDD9-61-3.CKM-Cekmece Sag 2	1	1			131611209	
18MM 210*280	498	95	1	3-Material	ACDD9-61-3.CKM-Cekmece On 2	1	1			131611211	
18MM 210*280	498	95	1	3-Material	ACDD9-61-3.CKM-Cekmece Arka 2	1	1			131611213	
18MM 210*280	490	110	1	3-Material	ACDD9-61-3.CKM-Cekmece Sol 3	1	1			131611220	
18MM 210*280	490	110	1	3-Material	ACDD9-61-3.CKM-Cekmece Sag 3	1	1			131611221	
18MM 210*280	498	95	1	3-Material	ACDD9-61-3.CKM-Cekmece On 3	1	1			131611223	
18MM 210*280	498	95	1	3-Material	ACDD9-61-3.CKM-Cekmece Arka 3	1	1			131611225	
18MM 210*280	722	580	1	3-Material	ACDD9-62-ANK.FRN-Sol Yan	1	1		1	131621230	
18MM 210*280	722	580	1	3-Material	ACDD9-62-ANK.FRN-Sag Yan	1	1		1	131621231	
18MM 210*280	600	580	1	3-Material	ACDD9-62-ANK.FRN-Alt Tabla	1	1	1	1	131621233	
18MM 210*280	564	580	1	3-Material	ACDD9-62-ANK.FRN-Yatay Bolme 1	1					
18MM 210*280	100	564	1	3-Material	ACDD9-62-ANK.FRN-Dikey Kayit 1			1	1		
18MM 210*280	500	65	1	3-Material	ACDD9-62-ANK.FRN-Cekmece Sol 1	1				131621241	
18MM 210*280	500	65	1	3-Material	ACDD9-62-ANK.FRN-Cekmece Sag 1	1				131621244	
18MM 210*280	502	65	1	3-Material	ACDD9-62-ANK.FRN-Cekmece On 1	1					
18MM 210*280	502	65	1	3-Material	ACDD9-62-ANK.FRN-Cekmece Arka 1	1					
18MM 210*280	722	580	1	3-Material	ACDD9-63-2KPK-Sol Yan	1	1		1	131631252	
18MM 210*280	722	580	1	3-Material	ACDD9-63-2KPK-Sag Yan	1	1		1	131631253	
18MM 210*280	600	580	1	3-Material	ACDD9-63-2KPK-Alt Tabla	1	1	1	1	131631255	
18MM 210*280	100	564	1	3-Material	ACDD9-63-2KPK-Dikey Kayit 1			1	1	131631258	
18MM 210*280	564	100	1	3-Material	ACDD9-63-2KPK-Yatay Kayit 1	1	1			131631260	
18MM 210*280	564	554	1	3-Material	ACDD9-63-2KPK-Raf 1	1					
18MM 210*280	720	330	1	3-Material	ACDD9 (2 Kapaklı)-64-2 Kapakli-Sol Yan	1			1	131641268	
18MM 210*280	720	330	1	3-Material	ACDD9 (2 Kapaklı)-64-2 Kapakli-Sag Yan	1			1	131641269	
18MM 210*280	564	330	1	3-Material	ACDD9 (2 Kapaklı)-64-2 Kapakli-Ust Tabla	1					
18MM 210*280	564	330	1	3-Material	ACDD9 (2 Kapaklı)-64-2 Kapakli-Alt Tabla	1					
18MM 210*280	564	320	1	3-Material	ACDD9 (2 Kapaklı)-64-2 Kapakli-Raf 1	1					
18MM 210*280	564	320	1	3-Material	ACDD9 (2 Kapaklı)-64-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD9 (2 Kapaklı)-65-2 Kapakli-Sol Yan	1			1	131651284	
18MM 210*280	720	330	1	3-Material	ACDD9 (2 Kapaklı)-65-2 Kapakli-Sag Yan	1			1	131651285	
18MM 210*280	544	330	1	3-Material	ACDD9 (2 Kapaklı)-65-2 Kapakli-Ust Tabla	1					
18MM 210*280	544	330	1	3-Material	ACDD9 (2 Kapaklı)-65-2 Kapakli-Alt Tabla	1					
18MM 210*280	544	320	1	3-Material	ACDD9 (2 Kapaklı)-65-2 Kapakli-Raf 1	1					
18MM 210*280	544	320	1	3-Material	ACDD9 (2 Kapaklı)-65-2 Kapakli-Raf 2	1					
18MM 210*280	720	330	1	3-Material	ACDD9 (2 Kapaklı)-66-2 Kapakli-Sol Yan	1			1	131661300	
18MM 210*280	720	330	1	3-Material	ACDD9 (2 Kapaklı)-66-2 Kapakli-Sag Yan	1			1	131661301	
18MM 210*280	544	330	1	3-Material	ACDD9 (2 Kapaklı)-66-2 Kapakli-Ust Tabla	1					
18MM 210*280	544	330	1	3-Material	ACDD9 (2 Kapaklı)-66-2 Kapakli-Alt Tabla	1					
18MM 210*280	544	320	1	3-Material	ACDD9 (2 Kapaklı)-66-2 Kapakli-Raf 1	1					
18MM 210*280	544	320	1	3-Material	ACDD9 (2 Kapaklı)-66-2 Kapakli-Raf 2	1					
18MM 210*280	150	330	1	3-Material	ACDD9-67-4 Davlumbaz-Sol Yan	1			1	131671316	
18MM 210*280	150	330	1	3-Material	ACDD9-67-4 Davlumbaz-Sag Yan	1			1	131671317	
18MM 210*280	574	330	1	3-Material	ACDD9-67-4 Davlumbaz-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD9-67-4 Davlumbaz-Alt Tabla	1				131671322	
18MM 210*280	720	330	1	3-Material	ACDD9 (2 Kapaklı)-68-2 Kapakli-Sol Yan	1			1	131681328	
18MM 210*280	720	330	1	3-Material	ACDD9 (2 Kapaklı)-68-2 Kapakli-Sag Yan	1			1	131681329	
18MM 210*280	574	330	1	3-Material	ACDD9 (2 Kapaklı)-68-2 Kapakli-Ust Tabla	1					
18MM 210*280	574	330	1	3-Material	ACDD9 (2 Kapaklı)-68-2 Kapakli-Alt Tabla	1					
18MM 210*280	574	320	1	3-Material	ACDD9 (2 Kapaklı)-68-2 Kapakli-Raf 1	1					
18MM 210*280	574	320	1	3-Material	ACDD9 (2 Kapaklı)-68-2 Kapakli-Raf 2	1					
18MM 210*280	2100	280	1	3-Material	ACDD9-69--Sol Yan	1		1	1		
18MM 210*280	2100	280	1	3-Material	ACDD9-69--Sag Yan	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD9-69--Ust Tabla	1		1	1		
18MM 210*280	664	280	1	3-Material	ACDD9-69--Alt Tabla	1					
18MM 210*280	664	280	1	3-Material	ACDD9-69--Yatay Bolme 1	1					
18MM 210*280	664	270	1	3-Material	ACDD9-69--Raf 1	1					
18MM 210*280	2220	650	1	3-Material	ACDD10-70-buzdolap-Sol Yan	1					
18MM 210*280	300	550	1	3-Material	ACDD10-70-buzdolap-Dikey Bolme 1	1			1	131701366	
18MM 210*280	300	550	1	3-Material	ACDD10-70-buzdolap-Dikey Bolme 2	1			1	131701367	
18MM 210*280	728	550	1	3-Material	ACDD10-70-buzdolap-Yatay Bolme 1	1				131701370	
18MM 210*280	728	550	1	3-Material	ACDD10-70-buzdolap-Yatay Bolme 2	1				131701371	
18MM 210*280	722	580	1	3-Material	ACDD10-71-Evye-Sol Yan	1				131711378	
18MM 210*280	722	580	1	3-Material	ACDD10-71-Evye-Sag Yan	1				131711379	
18MM 210*280	600	495	1	3-Material	ACDD10-71-Evye-Alt Tabla	1		1	1	131711381	
18MM 210*280	100	564	1	3-Material	ACDD10-71-Evye-Dikey Kayit 1			1			
18MM 210*280	100	564	1	3-Material	ACDD10-71-Evye-Dikey Kayit 2			1			
18MM 210*280	80	564	1	3-Material	ACDD10-71-Evye-Dikey Kayit 3				1		
18MM 210*280	722	580	1	3-Material	ACDD10-72-3.CKM-Sol Yan	1	1		1	131721392	
18MM 210*280	722	580	1	3-Material	ACDD10-72-3.CKM-Sag Yan	1	1		1	131721393	
18MM 210*280	600	580	1	3-Material	ACDD10-72-3.CKM-Alt Tabla	1	1	1	1	131721395	
18MM 210*280	564	100	1	3-Material	ACDD10-72-3.CKM-Yatay Bolme 1	1	1				
18MM 210*280	100	564	1	3-Material	ACDD10-72-3.CKM-Dikey Kayit 1			1	1		
18MM 210*280	490	200	1	3-Material	ACDD10-72-3.CKM-Cekmece Sol 1	1	1			131721406	
18MM 210*280	490	200	1	3-Material	ACDD10-72-3.CKM-Cekmece Sag 1	1	1			131721407	
18MM 210*280	518	185	1	3-Material	ACDD10-72-3.CKM-Cekmece On 1	1	1			131721409	
18MM 210*280	518	185	1	3-Material	ACDD10-72-3.CKM-Cekmece Arka 1	1	1			131721411	
18MM 210*280	490	110	1	3-Material	ACDD10-72-3.CKM-Cekmece Sol 2	1	1			131721418	
18MM 210*280	490	110	1	3-Material	ACDD10-72-3.CKM-Cekmece Sag 2	1	1			131721419	
